id,author_id,parent_id,step,week_number,step_number,timestamp,likes
9201146,a4edcd40-745a-4db7-8464-18191fc79564,9172594,5.12,5,12,2015-12-05 10:17:40 UTC,4
9201170,67535c36-fef3-47c5-a05c-a9b242b905f4,8851335,3.11,3,11,2015-12-05 10:21:02 UTC,1
9201322,46c0cdf0-6d36-461b-8596-cab8fea48dda,,6.1,6,1,2015-12-05 10:41:31 UTC,3
9201464,dc25ecc7-4bcf-4d98-a6c7-3b0f1c6e963c,9170968,4.6,4,6,2015-12-05 11:01:27 UTC,0
9201523,6d730aca-abd5-4ca9-a112-597b6c42af67,,5.4,5,4,2015-12-05 11:10:21 UTC,1
9201560,21b7770e-f491-43fa-ae29-547563c90a88,9131435,4.4,4,4,2015-12-05 11:15:24 UTC,0
9201717,6d730aca-abd5-4ca9-a112-597b6c42af67,8997352,5.12,5,12,2015-12-05 11:34:17 UTC,1
9202189,e5e6c738-68fb-47b0-95ab-153365ea64a7,9196254,4.8,4,8,2015-12-05 12:37:25 UTC,1
9202296,420c5f0c-91b8-4062-983d-05bfa645fbcd,9183895,4.7,4,7,2015-12-05 12:51:14 UTC,0
9202501,6ad6a30d-34c2-4762-9ba5-bf875a01d939,9185978,4.5,4,5,2015-12-05 13:18:03 UTC,0
9202504,bb4b4204-7871-468d-a802-a7da34717d25,9183895,4.7,4,7,2015-12-05 13:18:17 UTC,0
9202622,46c0cdf0-6d36-461b-8596-cab8fea48dda,,6.2,6,2,2015-12-05 13:34:25 UTC,4
9202769,46c0cdf0-6d36-461b-8596-cab8fea48dda,,6.3,6,3,2015-12-05 13:52:30 UTC,4
9202865,46c0cdf0-6d36-461b-8596-cab8fea48dda,9202769,6.3,6,3,2015-12-05 14:06:09 UTC,2
9203061,f09a3dff-b58d-40fe-af79-c160f6036ddd,,2.8,2,8,2015-12-05 14:32:51 UTC,1
9203156,f99225c4-4c33-4e19-806c-fef0d2f7abbe,9186095,4.6,4,6,2015-12-05 14:47:16 UTC,0
9203164,e3b51d3f-2b04-497b-ae4d-d516973fc567,9110663,1.8,1,8,2015-12-05 14:48:21 UTC,0
9203171,f99225c4-4c33-4e19-806c-fef0d2f7abbe,9187131,4.6,4,6,2015-12-05 14:49:21 UTC,0
9203265,f99225c4-4c33-4e19-806c-fef0d2f7abbe,9131107,4.6,4,6,2015-12-05 15:00:32 UTC,1
9203337,f99225c4-4c33-4e19-806c-fef0d2f7abbe,9142725,4.7,4,7,2015-12-05 15:10:51 UTC,2
9203517,be36b373-9260-4f20-8419-a046351260f5,9090392,4.5,4,5,2015-12-05 15:28:53 UTC,0
9203627,f09a3dff-b58d-40fe-af79-c160f6036ddd,,2.12,2,12,2015-12-05 15:41:48 UTC,0
9203798,56becd90-2028-4c78-9745-6d12b1b1bd7b,,5.1,5,10,2015-12-05 16:00:55 UTC,10
9204513,36ff46ed-df4f-461f-a559-bd189895d107,,4.7,4,7,2015-12-05 17:12:31 UTC,0
9204586,36ff46ed-df4f-461f-a559-bd189895d107,,4.8,4,8,2015-12-05 17:21:10 UTC,0
9204607,2d713e4e-3569-4df4-9f6b-224f9407db6c,,2.2,2,2,2015-12-05 17:23:43 UTC,1
9204703,63f1481a-06ab-4b30-910a-49b7d70786d0,,4.1,4,10,2015-12-05 17:36:19 UTC,0
9204734,bcd33f0e-3652-4620-9796-cbf9eee9c8f5,,4.6,4,6,2015-12-05 17:39:10 UTC,1
9204912,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.5,4,5,2015-12-05 18:00:06 UTC,0
9205404,0c0588dc-a569-40db-9624-94836ee02e09,,3.11,3,11,2015-12-05 19:04:40 UTC,0
9205429,a0e5e7e9-c937-422f-bd8e-ca9cb972d2fe,,4.6,4,6,2015-12-05 19:08:00 UTC,2
9205479,b1b4ef88-0db4-4a20-a81f-aa2be0cfe7a4,,5.1,5,1,2015-12-05 19:15:10 UTC,2
9205640,84add2fb-ce83-4209-8cb4-e54a9425a81d,,3.7,3,7,2015-12-05 19:38:31 UTC,0
9205645,811cbe7c-6370-4f80-9d63-200cb510e5b4,,4.5,4,5,2015-12-05 19:39:13 UTC,1
9205717,62beef46-f883-49cb-8f20-865fc1a1a34e,,4.8,4,8,2015-12-05 19:49:49 UTC,0
9205778,18c568ec-2c59-4bc7-8b52-83db5d14a098,,4.12,4,12,2015-12-05 19:58:16 UTC,0
9205800,811cbe7c-6370-4f80-9d63-200cb510e5b4,,4.7,4,7,2015-12-05 20:01:46 UTC,2
9205825,9af930fc-3d84-4bcf-9072-13a930d28cf3,9204703,4.1,4,10,2015-12-05 20:05:29 UTC,1
9205827,62beef46-f883-49cb-8f20-865fc1a1a34e,,4.5,4,5,2015-12-05 20:06:09 UTC,0
9205877,a0e5e7e9-c937-422f-bd8e-ca9cb972d2fe,,4.12,4,12,2015-12-05 20:13:54 UTC,0
9205913,811cbe7c-6370-4f80-9d63-200cb510e5b4,,4.8,4,8,2015-12-05 20:19:18 UTC,2
9205977,62beef46-f883-49cb-8f20-865fc1a1a34e,,4.7,4,7,2015-12-05 20:28:30 UTC,0
9205991,8188b3b2-6f47-45d1-b18c-22f4b6463168,,4.12,4,12,2015-12-05 20:29:57 UTC,1
9206048,811cbe7c-6370-4f80-9d63-200cb510e5b4,9204703,4.1,4,10,2015-12-05 20:36:22 UTC,1
9206079,811cbe7c-6370-4f80-9d63-200cb510e5b4,9200894,4.1,4,10,2015-12-05 20:39:44 UTC,2
9206111,ad5b7ed0-30bf-471e-847f-4eab59b51094,,6.1,6,10,2015-12-05 20:43:44 UTC,2
9206206,811cbe7c-6370-4f80-9d63-200cb510e5b4,,4.12,4,12,2015-12-05 20:57:06 UTC,0
9206311,7cd4f8fd-de14-4824-8968-bac9e7eb30e1,,4.5,4,5,2015-12-05 21:12:53 UTC,0
9206320,b5635e34-e4c6-4af4-889f-99a20473e2d0,,4.12,4,12,2015-12-05 21:14:11 UTC,1
9206798,e90f0fba-eece-405c-84f0-9a39c61bcc00,,4.8,4,8,2015-12-05 22:23:24 UTC,0
9206868,e90f0fba-eece-405c-84f0-9a39c61bcc00,,4.9,4,9,2015-12-05 22:35:04 UTC,0
9206876,e9f218a2-5593-445b-819a-2e28d9f4503a,,6.17,6,17,2015-12-05 22:36:04 UTC,1
9206898,e9f218a2-5593-445b-819a-2e28d9f4503a,8997352,5.12,5,12,2015-12-05 22:40:02 UTC,1
9206931,e90f0fba-eece-405c-84f0-9a39c61bcc00,9204703,4.1,4,10,2015-12-05 22:45:56 UTC,1
9206944,e90f0fba-eece-405c-84f0-9a39c61bcc00,,4.1,4,10,2015-12-05 22:47:16 UTC,1
9207025,bb4b4204-7871-468d-a802-a7da34717d25,9190592,4.8,4,8,2015-12-05 22:59:38 UTC,2
9207098,283e8b75-2b50-4fd9-8b04-0a809c293a81,,4.6,4,6,2015-12-05 23:11:55 UTC,2
9207252,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.6,4,6,2015-12-05 23:41:14 UTC,0
9207321,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.7,4,7,2015-12-05 23:55:26 UTC,1
9207378,e4ebfa6f-23c8-4897-b679-560699eb4533,,4.9,4,9,2015-12-06 00:07:43 UTC,1
9207429,7cd4f8fd-de14-4824-8968-bac9e7eb30e1,,4.12,4,12,2015-12-06 00:20:06 UTC,1
9207481,bb4b4204-7871-468d-a802-a7da34717d25,,4.9,4,9,2015-12-06 00:31:21 UTC,1
9207503,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.8,4,8,2015-12-06 00:39:12 UTC,3
9207801,824f7510-d55e-41a1-b0d1-19353a1ebe41,9170968,4.6,4,6,2015-12-06 02:02:01 UTC,1
9208838,18c568ec-2c59-4bc7-8b52-83db5d14a098,9200894,4.1,4,10,2015-12-06 07:10:14 UTC,0
9209163,a3bf0376-0c1a-4c65-a20d-82dc1411973c,,4.2,4,2,2015-12-06 08:19:25 UTC,1
9209201,4ab9c5ff-a615-41c0-940f-d03e12cbc36a,9185978,4.5,4,5,2015-12-06 08:25:05 UTC,2
9210026,63f1481a-06ab-4b30-910a-49b7d70786d0,9204703,4.1,4,10,2015-12-06 10:43:24 UTC,4
9210251,88294d35-c0eb-4c5c-b063-9ab344b53161,9201077,4.9,4,9,2015-12-06 11:17:29 UTC,2
9210311,88294d35-c0eb-4c5c-b063-9ab344b53161,,4.9,4,9,2015-12-06 11:25:45 UTC,8
9210447,11707a3e-c038-4227-8dcd-5c42b4574813,,4.9,4,9,2015-12-06 11:43:03 UTC,1
9210462,88294d35-c0eb-4c5c-b063-9ab344b53161,9152241,4.1,4,10,2015-12-06 11:44:39 UTC,0
9210478,88294d35-c0eb-4c5c-b063-9ab344b53161,9098701,4.1,4,10,2015-12-06 11:47:06 UTC,0
9210482,78936002-9f02-4fd4-80f8-43f5dde3d8fd,9177876,3.5,3,5,2015-12-06 11:47:38 UTC,2
9210557,88294d35-c0eb-4c5c-b063-9ab344b53161,9206206,4.12,4,12,2015-12-06 11:58:36 UTC,1
9210573,8a7365c7-d976-44cd-a4d8-5d3dd6754285,9201077,4.9,4,9,2015-12-06 12:00:21 UTC,2
9210582,88294d35-c0eb-4c5c-b063-9ab344b53161,9205991,4.12,4,12,2015-12-06 12:01:03 UTC,1
9210621,88294d35-c0eb-4c5c-b063-9ab344b53161,9201113,4.12,4,12,2015-12-06 12:06:24 UTC,0
9210637,88294d35-c0eb-4c5c-b063-9ab344b53161,,4.12,4,12,2015-12-06 12:08:16 UTC,0
9210661,78936002-9f02-4fd4-80f8-43f5dde3d8fd,,3.7,3,7,2015-12-06 12:11:23 UTC,1
9210778,4fe0a521-8a33-43c1-8888-ca9a460bef86,,5.2,5,2,2015-12-06 12:28:37 UTC,0
9210788,6f8c8be1-92e6-4da2-aef0-137e551c84be,,4.2,4,2,2015-12-06 12:30:04 UTC,0
9210816,6f8c8be1-92e6-4da2-aef0-137e551c84be,9200033,4.2,4,2,2015-12-06 12:33:30 UTC,0
9210827,6f8c8be1-92e6-4da2-aef0-137e551c84be,9171574,4.2,4,2,2015-12-06 12:34:46 UTC,0
9210868,6f8c8be1-92e6-4da2-aef0-137e551c84be,9136460,4.2,4,2,2015-12-06 12:40:05 UTC,0
9210931,6f8c8be1-92e6-4da2-aef0-137e551c84be,9150844,4.3,4,3,2015-12-06 12:50:04 UTC,0
9210953,494f2314-29f1-45f4-a487-fefcaca1c222,,4.1,4,10,2015-12-06 12:52:49 UTC,0
9211053,6f8c8be1-92e6-4da2-aef0-137e551c84be,9140375,4.3,4,3,2015-12-06 13:05:26 UTC,1
9211139,6f8c8be1-92e6-4da2-aef0-137e551c84be,,4.3,4,3,2015-12-06 13:16:41 UTC,1
9211171,6f8c8be1-92e6-4da2-aef0-137e551c84be,9178986,4.4,4,4,2015-12-06 13:21:18 UTC,0
9211231,f458258c-cabe-40b1-91dd-fcefda50cbad,9187085,4.9,4,9,2015-12-06 13:28:10 UTC,1
9211269,f458258c-cabe-40b1-91dd-fcefda50cbad,9183586,4.9,4,9,2015-12-06 13:33:23 UTC,0
9211281,f458258c-cabe-40b1-91dd-fcefda50cbad,9154111,4.9,4,9,2015-12-06 13:35:08 UTC,0
9211340,f458258c-cabe-40b1-91dd-fcefda50cbad,8981174,4.9,4,9,2015-12-06 13:41:54 UTC,0
9211375,f458258c-cabe-40b1-91dd-fcefda50cbad,,4.1,4,10,2015-12-06 13:47:04 UTC,0
9211408,6f8c8be1-92e6-4da2-aef0-137e551c84be,9185978,4.5,4,5,2015-12-06 13:50:52 UTC,0
9211422,6f8c8be1-92e6-4da2-aef0-137e551c84be,9168076,4.5,4,5,2015-12-06 13:52:07 UTC,0
9211558,6f8c8be1-92e6-4da2-aef0-137e551c84be,9207098,4.6,4,6,2015-12-06 14:05:37 UTC,1
9211561,811cbe7c-6370-4f80-9d63-200cb510e5b4,9200894,4.1,4,10,2015-12-06 14:06:01 UTC,0
9211565,6f8c8be1-92e6-4da2-aef0-137e551c84be,9199884,4.6,4,6,2015-12-06 14:06:10 UTC,0
9211578,6f8c8be1-92e6-4da2-aef0-137e551c84be,9196762,4.6,4,6,2015-12-06 14:07:44 UTC,0
9211820,6f8c8be1-92e6-4da2-aef0-137e551c84be,9144413,4.6,4,6,2015-12-06 14:32:15 UTC,0
9211918,44c0879f-55a4-44b9-af88-c95a8358715a,,2.8,2,8,2015-12-06 14:43:56 UTC,0
9212124,6f8c8be1-92e6-4da2-aef0-137e551c84be,9199492,4.8,4,8,2015-12-06 15:07:07 UTC,0
9212131,6f8c8be1-92e6-4da2-aef0-137e551c84be,9196254,4.8,4,8,2015-12-06 15:07:50 UTC,1
9212141,6f8c8be1-92e6-4da2-aef0-137e551c84be,9189918,4.8,4,8,2015-12-06 15:09:18 UTC,1
9212149,6f8c8be1-92e6-4da2-aef0-137e551c84be,9181980,4.8,4,8,2015-12-06 15:10:24 UTC,0
9212152,6f8c8be1-92e6-4da2-aef0-137e551c84be,9178590,4.8,4,8,2015-12-06 15:10:44 UTC,0
9212158,6f8c8be1-92e6-4da2-aef0-137e551c84be,9169521,4.8,4,8,2015-12-06 15:11:30 UTC,0
9212259,ea686d0a-c519-493a-ae98-855e063fba50,,5.5,5,5,2015-12-06 15:21:58 UTC,1
9212290,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.9,4,9,2015-12-06 15:24:54 UTC,0
9212326,6f8c8be1-92e6-4da2-aef0-137e551c84be,9188040,4.1,4,10,2015-12-06 15:28:34 UTC,0
9212350,6f8c8be1-92e6-4da2-aef0-137e551c84be,,4.1,4,10,2015-12-06 15:30:52 UTC,0
9212440,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.1,4,10,2015-12-06 15:39:24 UTC,1
9212591,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.1,5,1,2015-12-06 15:58:37 UTC,1
9212793,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.2,5,2,2015-12-06 16:24:56 UTC,1
9213071,62beef46-f883-49cb-8f20-865fc1a1a34e,,4.12,4,12,2015-12-06 16:54:21 UTC,0
9213101,9fdb755e-68bb-4985-a095-5a77cac3f20d,,1.11,1,11,2015-12-06 16:57:07 UTC,1
9213177,1c61a212-55a6-4ade-b343-4589eccfdc3f,,2.8,2,8,2015-12-06 17:03:23 UTC,0
9213181,a03ae3a6-9a91-4368-b7d3-df5afc1d4a34,,3.8,3,8,2015-12-06 17:04:26 UTC,0
9213225,c099e05b-e254-4e08-bf15-7daa2da2aa16,,3.8,3,8,2015-12-06 17:08:12 UTC,0
9213341,b2b960e4-2432-43bf-9fd3-8e3873e9d28b,9212290,4.9,4,9,2015-12-06 17:19:37 UTC,0
9213457,6ad6a30d-34c2-4762-9ba5-bf875a01d939,9185978,4.5,4,5,2015-12-06 17:31:36 UTC,0
9213484,9fdb755e-68bb-4985-a095-5a77cac3f20d,,1.14,1,14,2015-12-06 17:34:30 UTC,0
9213486,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.4,5,4,2015-12-06 17:34:43 UTC,2
9213575,c099e05b-e254-4e08-bf15-7daa2da2aa16,,4.5,4,5,2015-12-06 17:43:13 UTC,0
9213604,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.5,5,5,2015-12-06 17:45:58 UTC,1
9213633,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.6,5,6,2015-12-06 17:49:09 UTC,0
9213648,e797271a-fabe-4d97-bdfe-7697b297f2c5,,2.12,2,12,2015-12-06 17:50:14 UTC,0
9213706,c099e05b-e254-4e08-bf15-7daa2da2aa16,,4.9,4,9,2015-12-06 17:56:25 UTC,1
9213734,e797271a-fabe-4d97-bdfe-7697b297f2c5,8907743,2.12,2,12,2015-12-06 17:59:09 UTC,1
9213933,ccf01235-8a1d-48ba-84b2-a48a02ac4019,9177147,4.3,4,3,2015-12-06 18:18:41 UTC,0
9213977,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.9,5,9,2015-12-06 18:23:24 UTC,2
9213988,be9a36b9-fbed-440d-aa04-d7fb7223385a,,4.12,4,12,2015-12-06 18:24:46 UTC,0
9214047,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.4,4,4,2015-12-06 18:32:02 UTC,1
9214074,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.1,5,10,2015-12-06 18:35:02 UTC,0
9214174,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.5,4,5,2015-12-06 18:47:23 UTC,5
9214194,4d84d6f2-f2b5-4579-9a0e-eb60d3f23e69,,5.12,5,12,2015-12-06 18:49:33 UTC,1
9214324,a3bf0376-0c1a-4c65-a20d-82dc1411973c,9132542,3.9,3,9,2015-12-06 19:00:52 UTC,0
9214376,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.6,4,6,2015-12-06 19:06:30 UTC,1
9214498,a3bf0376-0c1a-4c65-a20d-82dc1411973c,9191062,3.11,3,11,2015-12-06 19:19:47 UTC,0
9214535,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.7,4,7,2015-12-06 19:22:55 UTC,3
9214721,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.8,4,8,2015-12-06 19:39:54 UTC,1
9214814,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.9,4,9,2015-12-06 19:49:26 UTC,1
9214869,2c58a116-dba2-4612-89d8-d18d7b85778c,,4.7,4,7,2015-12-06 19:55:20 UTC,0
9214918,be36b373-9260-4f20-8419-a046351260f5,,5.6,5,6,2015-12-06 20:00:30 UTC,8
9214971,940db112-0549-4df2-a4bd-dd1cf52799cb,,4.12,4,12,2015-12-06 20:05:06 UTC,0
9215023,eb2238fa-9188-4ccb-8c2e-de6fb5e3985e,,4.12,4,12,2015-12-06 20:10:47 UTC,1
9215046,ccf01235-8a1d-48ba-84b2-a48a02ac4019,,4.12,4,12,2015-12-06 20:12:04 UTC,0
9215049,8c42bd3e-89bb-4b93-b6a0-145b5917c9fc,,4.1,4,1,2015-12-06 20:12:16 UTC,1
9215210,eb2238fa-9188-4ccb-8c2e-de6fb5e3985e,,4.12,4,12,2015-12-06 20:27:07 UTC,0
9215533,ae4d98c8-8e18-4ccc-818e-e2c8dac4f103,,2.8,2,8,2015-12-06 21:00:43 UTC,1
9215580,be36b373-9260-4f20-8419-a046351260f5,,5.8,5,8,2015-12-06 21:05:09 UTC,1
9215726,1a30102a-456e-4ada-956e-c59cdcf4050d,,2.6,2,6,2015-12-06 21:20:33 UTC,0
9215730,8f6ba206-0cbc-4ac9-b94e-deaf08937720,,3.7,3,7,2015-12-06 21:21:40 UTC,0
9215889,1a30102a-456e-4ada-956e-c59cdcf4050d,,2.8,2,8,2015-12-06 21:41:49 UTC,0
9215946,8c42bd3e-89bb-4b93-b6a0-145b5917c9fc,,4.5,4,5,2015-12-06 21:48:51 UTC,1
9216001,283e8b75-2b50-4fd9-8b04-0a809c293a81,9183895,4.7,4,7,2015-12-06 21:55:28 UTC,1
9216032,a3bf0376-0c1a-4c65-a20d-82dc1411973c,,3.14,3,14,2015-12-06 21:59:40 UTC,1
9216108,283e8b75-2b50-4fd9-8b04-0a809c293a81,9157859,4.7,4,7,2015-12-06 22:08:19 UTC,0
9216172,283e8b75-2b50-4fd9-8b04-0a809c293a81,,4.7,4,7,2015-12-06 22:15:36 UTC,1
9216202,f7b23f0d-8af4-4cab-b38d-ab6258bfa56e,,6.1,6,10,2015-12-06 22:19:00 UTC,2
9216278,ae4d98c8-8e18-4ccc-818e-e2c8dac4f103,,2.9,2,9,2015-12-06 22:28:27 UTC,0
9216304,283e8b75-2b50-4fd9-8b04-0a809c293a81,,4.8,4,8,2015-12-06 22:31:20 UTC,1
9216306,283e8b75-2b50-4fd9-8b04-0a809c293a81,9205913,4.8,4,8,2015-12-06 22:32:15 UTC,2
9216354,283e8b75-2b50-4fd9-8b04-0a809c293a81,9146268,4.8,4,8,2015-12-06 22:38:50 UTC,1
9216398,bdbef8d5-9184-449e-90a2-b39ee96c1518,,5.1,5,1,2015-12-06 22:42:37 UTC,6
9216475,6fa17b3d-91d5-4b61-a573-b285b8ba1a07,9081547,3.14,3,14,2015-12-06 22:53:57 UTC,0
9216487,a4edcd40-745a-4db7-8464-18191fc79564,9157859,4.7,4,7,2015-12-06 22:55:24 UTC,1
9216495,6fa17b3d-91d5-4b61-a573-b285b8ba1a07,9082445,3.14,3,14,2015-12-06 22:56:31 UTC,2
9216523,283e8b75-2b50-4fd9-8b04-0a809c293a81,9178678,4.9,4,9,2015-12-06 22:59:33 UTC,0
9216548,283e8b75-2b50-4fd9-8b04-0a809c293a81,9176302,4.9,4,9,2015-12-06 23:02:18 UTC,1
9216566,283e8b75-2b50-4fd9-8b04-0a809c293a81,9167363,4.9,4,9,2015-12-06 23:04:54 UTC,0
9216586,9af930fc-3d84-4bcf-9072-13a930d28cf3,9153288,4.12,4,12,2015-12-06 23:07:15 UTC,2
9216676,bb4b4204-7871-468d-a802-a7da34717d25,,4.12,4,12,2015-12-06 23:21:09 UTC,1
9216818,872ec64b-4151-4d48-84d2-1281c3bd7d00,,4.9,4,9,2015-12-06 23:44:47 UTC,1
9216840,872ec64b-4151-4d48-84d2-1281c3bd7d00,,4.9,4,9,2015-12-06 23:49:00 UTC,0
9216943,872ec64b-4151-4d48-84d2-1281c3bd7d00,,4.12,4,12,2015-12-07 00:10:26 UTC,1
9217002,bdbef8d5-9184-449e-90a2-b39ee96c1518,,5.7,5,7,2015-12-07 00:27:22 UTC,1
9217095,29c44a0d-254f-4c00-ad51-b763457f7d54,,4.12,4,12,2015-12-07 00:47:49 UTC,1
9217185,29c44a0d-254f-4c00-ad51-b763457f7d54,9212290,4.9,4,9,2015-12-07 01:06:52 UTC,0
9217302,954db8ec-3e61-45b9-90d9-0899a83bfa3c,,5.9,5,9,2015-12-07 01:25:13 UTC,1
9218010,7b2609d5-d72f-4e63-81e7-0eaa95bfc0b6,,4.3,4,3,2015-12-07 03:21:37 UTC,2
9218064,bc0e5a69-b69f-4a34-bf0c-d799734fa5af,9204703,4.1,4,10,2015-12-07 03:32:31 UTC,0
9218091,bc0e5a69-b69f-4a34-bf0c-d799734fa5af,9152241,4.1,4,10,2015-12-07 03:40:09 UTC,0
9218597,851b7596-87e6-4181-934e-4391b3a6554c,9205640,3.7,3,7,2015-12-07 05:36:26 UTC,0
9218789,89dea052-933d-4f0b-91ca-854fc1a6963a,,5.2,5,2,2015-12-07 06:13:54 UTC,0
9218820,d776c253-cb8e-414c-b7ea-67cf7697cd83,,2.8,2,8,2015-12-07 06:19:42 UTC,0
9218901,d776c253-cb8e-414c-b7ea-67cf7697cd83,,2.8,2,8,2015-12-07 06:31:00 UTC,1
9219057,89dea052-933d-4f0b-91ca-854fc1a6963a,,5.3,5,3,2015-12-07 06:55:40 UTC,0
9219106,62beef46-f883-49cb-8f20-865fc1a1a34e,,5.2,5,2,2015-12-07 07:04:39 UTC,1
9219145,5f887674-b12e-4144-893f-828d1d06b5d8,,5.12,5,12,2015-12-07 07:11:27 UTC,3
9219287,ae4d98c8-8e18-4ccc-818e-e2c8dac4f103,,2.12,2,12,2015-12-07 07:29:31 UTC,0
9219289,5f887674-b12e-4144-893f-828d1d06b5d8,,5.12,5,12,2015-12-07 07:29:39 UTC,0
9219931,eb2238fa-9188-4ccb-8c2e-de6fb5e3985e,9042567,5.2,5,2,2015-12-07 08:51:06 UTC,2
9220182,88294d35-c0eb-4c5c-b063-9ab344b53161,9152241,4.1,4,10,2015-12-07 09:17:29 UTC,0
9220209,88294d35-c0eb-4c5c-b063-9ab344b53161,9150844,4.3,4,3,2015-12-07 09:20:25 UTC,0
9220272,88294d35-c0eb-4c5c-b063-9ab344b53161,9201077,4.9,4,9,2015-12-07 09:26:35 UTC,1
9220323,88294d35-c0eb-4c5c-b063-9ab344b53161,9216398,5.1,5,1,2015-12-07 09:30:43 UTC,1
9220360,88294d35-c0eb-4c5c-b063-9ab344b53161,9212591,5.1,5,1,2015-12-07 09:33:55 UTC,3
9220370,88294d35-c0eb-4c5c-b063-9ab344b53161,9194358,5.1,5,1,2015-12-07 09:34:57 UTC,0
9220422,88294d35-c0eb-4c5c-b063-9ab344b53161,,5.1,5,1,2015-12-07 09:39:02 UTC,1
9220773,8cd378a7-a1c0-4979-8a78-45fbd1b226a7,,4.3,4,3,2015-12-07 10:07:57 UTC,0
9220810,f395cd6e-324b-4e20-9d25-f8345e91e854,,5.6,5,6,2015-12-07 10:10:33 UTC,1
9220831,9a44c176-c4a9-4916-a266-f05f099d602a,,4.2,4,2,2015-12-07 10:12:00 UTC,2
9221215,6f8c8be1-92e6-4da2-aef0-137e551c84be,9177876,3.5,3,5,2015-12-07 10:39:42 UTC,0
9221247,8cd378a7-a1c0-4979-8a78-45fbd1b226a7,9186095,4.6,4,6,2015-12-07 10:41:48 UTC,1
9221254,6f8c8be1-92e6-4da2-aef0-137e551c84be,9150844,4.3,4,3,2015-12-07 10:42:19 UTC,0
9221279,efc91b56-7edd-4a9b-bac9-5e174595d145,,5.6,5,6,2015-12-07 10:44:15 UTC,7
9221284,283e8b75-2b50-4fd9-8b04-0a809c293a81,9165640,4.12,4,12,2015-12-07 10:44:40 UTC,0
9221465,5b40b75e-0ac4-4426-b9e0-6ae6bf0348e4,,5.4,5,4,2015-12-07 10:58:04 UTC,5
9221549,e797271a-fabe-4d97-bdfe-7697b297f2c5,8988297,3.2,3,2,2015-12-07 11:04:19 UTC,0
9221565,283e8b75-2b50-4fd9-8b04-0a809c293a81,,4.12,4,12,2015-12-07 11:06:05 UTC,0
9221577,283e8b75-2b50-4fd9-8b04-0a809c293a81,,5.1,5,1,2015-12-07 11:07:02 UTC,2
9221583,efc91b56-7edd-4a9b-bac9-5e174595d145,,5.8,5,8,2015-12-07 11:07:34 UTC,6
9221619,8cd378a7-a1c0-4979-8a78-45fbd1b226a7,,4.7,4,7,2015-12-07 11:10:25 UTC,1
9221660,efc91b56-7edd-4a9b-bac9-5e174595d145,,5.9,5,9,2015-12-07 11:13:55 UTC,2
9221681,383d8ddd-3e93-4dcb-a3ce-de629e37e633,,2.9,2,9,2015-12-07 11:14:46 UTC,0
9221925,fb7632f5-80b4-42bb-a6ff-d47be951b48f,,5.4,5,4,2015-12-07 11:32:50 UTC,1
9221987,8856828b-bd0e-4e70-9539-9489966cb094,9042567,5.2,5,2,2015-12-07 11:36:52 UTC,0
9221997,8a7365c7-d976-44cd-a4d8-5d3dd6754285,9201077,4.9,4,9,2015-12-07 11:37:17 UTC,2
9222025,efc91b56-7edd-4a9b-bac9-5e174595d145,,5.12,5,12,2015-12-07 11:39:15 UTC,4
9222051,efc91b56-7edd-4a9b-bac9-5e174595d145,9200953,5.12,5,12,2015-12-07 11:41:19 UTC,4
9222133,efc91b56-7edd-4a9b-bac9-5e174595d145,8997352,5.12,5,12,2015-12-07 11:46:41 UTC,1
9222142,5b40b75e-0ac4-4426-b9e0-6ae6bf0348e4,,5.5,5,5,2015-12-07 11:47:07 UTC,1
9222223,8856828b-bd0e-4e70-9539-9489966cb094,,5.12,5,12,2015-12-07 11:51:49 UTC,1
9222249,742bd3fa-bf12-43d7-be30-604fa87813cc,,3.14,3,14,2015-12-07 11:54:00 UTC,0
9222299,697824ff-7c66-47d6-a1eb-8411027e46fc,,5.3,5,3,2015-12-07 11:57:55 UTC,0
9222410,fb7632f5-80b4-42bb-a6ff-d47be951b48f,9221279,5.6,5,6,2015-12-07 12:06:14 UTC,0
9222431,5b40b75e-0ac4-4426-b9e0-6ae6bf0348e4,,5.4,5,4,2015-12-07 12:07:34 UTC,3
9222453,fb7632f5-80b4-42bb-a6ff-d47be951b48f,9191529,5.7,5,7,2015-12-07 12:09:47 UTC,1
